Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6857;6450;7264;100,0;31;31;0;3;100,0;Totalt i retning Larseng;6522;332;120;170;35;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;13821;12990;14652;100,0;31;31;0;5;100,0;Totalt;13050;766;273;343;134;16;16;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7228;6857;7599;100,0;30;30;0;10;99,9;1;6864;354;119;180;45;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7349;6954;7744;100,0;30;30;0;1;100,0;2;6876;472;146;183;130;12;12;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7348;6953;7743;100,0;30;30;0;0;100,0;Totalt i retning Tromsø;6876;472;146;183;130;12;12;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7229;6858;7600;100,0;30;30;0;10;99,9;Totalt i retning Larseng;6865;354;119;180;45;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;14577;13812;15342;100,0;30;30;0;10;99,9;Totalt;13741;826;266;363;176;22;22;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6797;6396;7198;90,3;31;28;3;5;99,9;1;6493;298;108;142;40;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6894;6478;7310;90,3;31;28;3;1;100,0;2;6477;415;135;144;125;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6894;6478;7310;90,3;31;28;3;2;100,0;Totalt i retning Tromsø;6477;415;135;144;125;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6797;6396;7198;90,3;31;28;3;5;99,9;Totalt i retning Larseng;6494;298;108;142;40;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;13691;12874;14508;90,3;31;28;3;7;99,9;Totalt;12971;714;243;286;165;19;19;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6714;6343;7085;100,0;30;30;0;4;99,9;1;6457;253;100;110;36;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6814;6427;7201;100,0;30;30;0;1;100,0;2;6442;371;130;110;123;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6814;6426;7202;100,0;30;30;0;1;100,0;Totalt i retning Tromsø;6442;371;130;110;123;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6714;6344;7084;100,0;30;30;0;3;100,0;Totalt i retning Larseng;6458;253;100;110;36;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;13528;12770;14286;100,0;30;30;0;5;100,0;Totalt;12900;624;230;220;159;15;15;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6369;5861;6877;100,0;31;31;0;3;100,0;1;6165;201;80;88;28;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6456;5927;6985;100,0;31;31;0;0;100,0;2;6147;309;108;90;107;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6456;5927;6985;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;6147;309;108;90;107;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6370;5862;6878;100,0;31;31;0;4;99,9;Totalt i retning Larseng;6165;201;80;88;28;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;12826;11789;13863;100,0;31;31;0;4;100,0;Totalt;12312;509;188;177;136;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5780;5425;6135;100,0;31;31;0;7;99,9;1;5563;210;86;90;30;5;5;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5878;5514;6242;100,0;31;31;0;1;100,0;2;5555;322;107;91;120;5;5;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5877;5513;6241;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;5554;322;107;91;119;5;5;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5781;5426;6136;100,0;31;31;0;7;99,9;Totalt i retning Larseng;5564;210;86;90;30;5;5;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;11658;10939;12377;100,0;31;31;0;8;99,9;Totalt;11118;533;192;181;149;10;10;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6026;5611;6441;100,0;28;28;0;4;99,9;1;5802;220;91;91;33;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6121;5691;6551;100,0;28;28;0;1;100,0;2;5788;332;112;91;123;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6120;5689;6551;100,0;28;28;0;0;100,0;Totalt i retning Tromsø;5788;332;112;91;123;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6026;5611;6441;100,0;28;28;0;3;100,0;Totalt i retning Larseng;5803;220;91;91;33;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;12146;11301;12991;100,0;28;28;0;3;100,0;Totalt;11590;552;202;182;155;12;12;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6193;5857;6529;100,0;31;31;0;5;99,9;1;5944;244;94;108;35;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6289;5943;6635;100,0;31;31;0;2;100,0;2;5928;360;118;109;125;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6288;5942;6634;100,0;31;31;0;2;100,0;Totalt i retning Tromsø;5926;360;118;109;125;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6195;5859;6531;100,0;31;31;0;5;99,9;Totalt i retning Larseng;5946;244;94;108;35;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;12482;11801;13163;100,0;31;31;0;6;100,0;Totalt;11872;604;213;217;161;13;13;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5850;5328;6372;100,0;30;30;0;0;100,0;1;5649;200;78;89;27;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5935;5403;6467;100,0;30;30;0;1;100,0;2;5638;297;95;89;106;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5934;5402;6466;100,0;30;30;0;0;100,0;Totalt i retning Tromsø;5637;297;95;89;106;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5851;5329;6373;100,0;30;30;0;1;100,0;Totalt i retning Larseng;5650;200;78;89;27;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;11785;10731;12839;100,0;30;30;0;1;100,0;Totalt;11287;497;173;178;134;12;12;0
